city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Pchery,50.1939,14.1179,Czechia,CZ,Středočeský Kraj,,1957,1957
Křenovice,49.1422,16.8293,Czechia,CZ,Jihomoravský Kraj,,1956,1956
Mikulčice,48.8164,17.0511,Czechia,CZ,Jihomoravský Kraj,,1956,1956
Libáň,50.3755,15.2169,Czechia,CZ,Královéhradecký Kraj,,1951,1951
Smečno,50.1885,14.0404,Czechia,CZ,Středočeský Kraj,,1950,1950
Přezletice,50.1553,14.5755,Czechia,CZ,Středočeský Kraj,,1948,1948
Rudoltice,49.8984,16.5699,Czechia,CZ,Pardubický Kraj,,1947,1947
Bochov,50.1510,13.0452,Czechia,CZ,Karlovarský Kraj,,1945,1945
Jeseník nad Odrou,49.6119,17.9053,Czechia,CZ,Moravskoslezský Kraj,,1939,1939
Zvole,49.9347,14.4178,Czechia,CZ,Středočeský Kraj,,1932,1932
Brodek u Přerova,49.4842,17.3383,Czechia,CZ,Olomoucký Kraj,,1928,1928
Předměřice nad Labem,50.2564,15.8156,Czechia,CZ,Královéhradecký Kraj,,1926,1926
Bílovice,49.0997,17.5496,Czechia,CZ,Zlínský Kraj,,1922,1922
Lužná,50.1239,13.7701,Czechia,CZ,Středočeský Kraj,,1919,1919
Chlum u Třeboně,48.9624,14.9280,Czechia,CZ,Jihočeský Kraj,,1918,1918
Chrást,49.7933,13.4936,Czechia,CZ,Plzeňský Kraj,,1917,1917
Lelekovice,49.2915,16.5788,Czechia,CZ,Jihomoravský Kraj,,1915,1915
Staré Hradiště,50.0654,15.7789,Czechia,CZ,Pardubický Kraj,,1913,1913
Kostice,48.7469,16.9787,Czechia,CZ,Jihomoravský Kraj,,1909,1909
Kozmice,49.9128,18.1559,Czechia,CZ,Moravskoslezský Kraj,,1908,1908
Kouřim,50.0031,14.9771,Czechia,CZ,Středočeský Kraj,,1908,1908
Nupaky,49.9940,14.6023,Czechia,CZ,Středočeský Kraj,,1905,1905
Lučany nad Nisou,50.7414,15.2206,Czechia,CZ,Liberecký Kraj,,1904,1904
Plaňany,50.0502,15.0295,Czechia,CZ,Středočeský Kraj,,1904,1904
Lysice,49.4516,16.5372,Czechia,CZ,Jihomoravský Kraj,,1902,1902
Řepiště,49.7334,18.3171,Czechia,CZ,Moravskoslezský Kraj,,1898,1898
Studenec,50.5535,15.5495,Czechia,CZ,Liberecký Kraj,,1898,1898
Horní Branná,50.6083,15.5716,Czechia,CZ,Liberecký Kraj,,1897,1897
Hrádek,49.6166,18.7372,Czechia,CZ,Moravskoslezský Kraj,,1894,1894
Žandov,50.7140,14.3963,Czechia,CZ,Liberecký Kraj,,1888,1888
Písek,49.5592,18.8023,Czechia,CZ,Moravskoslezský Kraj,,1884,1884
Milotice,48.9553,17.1424,Czechia,CZ,Jihomoravský Kraj,,1882,1882
Chodová Planá,49.8933,12.7302,Czechia,CZ,Plzeňský Kraj,,1879,1879
Syrovice,49.0798,16.5465,Czechia,CZ,Jihomoravský Kraj,,1878,1878
Červené Pečky,49.9783,15.2086,Czechia,CZ,Středočeský Kraj,,1873,1873
Bystřany,50.6288,13.8643,Czechia,CZ,Ústecký Kraj,,1871,1871
Hněvotín,49.5721,17.1796,Czechia,CZ,Olomoucký Kraj,,1870,1870
Troubelice,49.8173,17.0811,Czechia,CZ,Olomoucký Kraj,,1870,1870
Kájov,48.8109,14.2586,Czechia,CZ,Jihočeský Kraj,,1870,1870
Dolní Bečva,49.4550,18.1942,Czechia,CZ,Zlínský Kraj,,1868,1868
Čebín,49.3133,16.4779,Czechia,CZ,Jihomoravský Kraj,,1867,1867
Křižanov,49.3886,16.1096,Czechia,CZ,Vysočina,,1866,1866
Měnín,49.0824,16.6942,Czechia,CZ,Jihomoravský Kraj,,1865,1865
Dobronín,49.4784,15.6500,Czechia,CZ,Vysočina,,1864,1864
Velké Hoštice,49.9361,17.9738,Czechia,CZ,Moravskoslezský Kraj,,1863,1863
Moravany,50.0010,15.9408,Czechia,CZ,Pardubický Kraj,,1860,1860
Dýšina,49.7774,13.4916,Czechia,CZ,Plzeňský Kraj,,1857,1857
Tichá,49.5700,18.2215,Czechia,CZ,Moravskoslezský Kraj,,1854,1854
Pustiměř,49.3225,17.0279,Czechia,CZ,Jihomoravský Kraj,,1852,1852
Želechovice nad Dřevnicí,49.2180,17.7474,Czechia,CZ,Zlínský Kraj,,1851,1851
Libouchec,50.7586,14.0408,Czechia,CZ,Ústecký Kraj,,1851,1851
Drnholec,48.8575,16.4859,Czechia,CZ,Jihomoravský Kraj,,1851,1851
Malšice,49.3640,14.5787,Czechia,CZ,Jihočeský Kraj,,1850,1850
Kunín,49.6338,17.9897,Czechia,CZ,Moravskoslezský Kraj,,1849,1849
Ondřejov,49.9047,14.7843,Czechia,CZ,Středočeský Kraj,,1844,1844
Chyňava,50.0274,14.0741,Czechia,CZ,Středočeský Kraj,,1841,1841
Babice,49.1217,17.4808,Czechia,CZ,Zlínský Kraj,,1838,1838
Horní Cerekev,49.3203,15.3277,Czechia,CZ,Vysočina,,1836,1836
Bohutín,49.6556,13.9439,Czechia,CZ,Středočeský Kraj,,1835,1835
Ratiboř,49.3677,17.9150,Czechia,CZ,Zlínský Kraj,,1833,1833
Velká Dobrá,50.1097,14.0699,Czechia,CZ,Středočeský Kraj,,1832,1832
Vroutek,50.1801,13.3799,Czechia,CZ,Ústecký Kraj,,1828,1828
Želešice,49.1169,16.5814,Czechia,CZ,Jihomoravský Kraj,,1825,1825
Bělotín,49.5912,17.8066,Czechia,CZ,Olomoucký Kraj,,1825,1825
Lidečko,49.2030,18.0513,Czechia,CZ,Zlínský Kraj,,1824,1824
Hostomice,49.8253,14.0457,Czechia,CZ,Středočeský Kraj,,1822,1822
Jalubí,49.1163,17.4279,Czechia,CZ,Zlínský Kraj,,1820,1820
Heřmanova Huť,49.7069,13.1007,Czechia,CZ,Plzeňský Kraj,,1813,1813
Svitávka,49.5018,16.5980,Czechia,CZ,Jihomoravský Kraj,,1806,1806
Žiželice,50.1320,15.3933,Czechia,CZ,Královéhradecký Kraj,,1803,1803
Květnice,50.0573,14.6842,Czechia,CZ,Středočeský Kraj,,1802,1802
Radnice,49.8569,13.6058,Czechia,CZ,Plzeňský Kraj,,1801,1801
Lomnice nad Lužnicí,49.0848,14.7173,Czechia,CZ,Jihočeský Kraj,,1800,1800
Hodonice,48.8368,16.1634,Czechia,CZ,Jihomoravský Kraj,,1797,1797
Petřvald,49.7087,18.1572,Czechia,CZ,Moravskoslezský Kraj,,1795,1795
Metylovice,49.6066,18.3391,Czechia,CZ,Moravskoslezský Kraj,,1790,1790
Stonava,49.8169,18.5252,Czechia,CZ,Moravskoslezský Kraj,,1784,1784
Cerhenice,50.0713,15.0721,Czechia,CZ,Středočeský Kraj,,1783,1783
Chotoviny,49.4781,14.6770,Czechia,CZ,Jihočeský Kraj,,1783,1783
Prostřední Bečva,49.4361,18.2520,Czechia,CZ,Zlínský Kraj,,1779,1779
Velké Němčice,48.9917,16.6721,Czechia,CZ,Jihomoravský Kraj,,1777,1777
Bohuslavice,49.9423,18.1287,Czechia,CZ,Moravskoslezský Kraj,,1775,1775
Všestary,50.2566,15.7599,Czechia,CZ,Královéhradecký Kraj,,1774,1774
Senice na Hané,49.6240,17.0858,Czechia,CZ,Olomoucký Kraj,,1774,1774
Hrotovice,49.1077,16.0607,Czechia,CZ,Vysočina,,1773,1773
Doudleby nad Orlicí,50.1075,16.2614,Czechia,CZ,Královéhradecký Kraj,,1769,1769
Hustopeče Nad Bečvou,49.5305,17.8700,Czechia,CZ,Olomoucký Kraj,,1767,1767
Ostopovice,49.1610,16.5455,Czechia,CZ,Jihomoravský Kraj,,1766,1766
Dolní Bukovsko,49.1709,14.5813,Czechia,CZ,Jihočeský Kraj,,1765,1765
Vidče,49.4415,18.0948,Czechia,CZ,Zlínský Kraj,,1764,1764
Drahanovice,49.5786,17.0770,Czechia,CZ,Olomoucký Kraj,,1763,1763
Divišov,49.7886,14.8758,Czechia,CZ,Středočeský Kraj,,1762,1762
Černovice,49.3727,14.9609,Czechia,CZ,Vysočina,,1761,1761
Davle,49.8923,14.4004,Czechia,CZ,Středočeský Kraj,,1760,1760
Tršice,49.5411,17.4270,Czechia,CZ,Olomoucký Kraj,,1756,1756
Bělá nad Radbuzou,49.5913,12.7177,Czechia,CZ,Plzeňský Kraj,,1756,1756
Seč,49.8470,15.6565,Czechia,CZ,Pardubický Kraj,,1753,1753
Hošťka,50.4887,14.3351,Czechia,CZ,Ústecký Kraj,,1744,1744
Vysoká nad Labem,50.1534,15.8248,Czechia,CZ,Královéhradecký Kraj,,1742,1742
Poličná,49.4634,17.9371,Czechia,CZ,Zlínský Kraj,,1739,1739
Hodslavice,49.5386,18.0237,Czechia,CZ,Moravskoslezský Kraj,,1738,1738
Vrbátky,49.5081,17.2000,Czechia,CZ,Olomoucký Kraj,,1737,1737
Bartošovice,49.6688,18.0546,Czechia,CZ,Moravskoslezský Kraj,,1735,1735
Libhošť,49.6264,18.0770,Czechia,CZ,Moravskoslezský Kraj,,1730,1730
Kamenné Žehrovice,50.1271,14.0182,Czechia,CZ,Středočeský Kraj,,1727,1727
Dolní Poustevna,50.9826,14.2870,Czechia,CZ,Ústecký Kraj,,1727,1727
Hradec nad Svitavou,49.7115,16.4806,Czechia,CZ,Pardubický Kraj,,1723,1723
Veleň,50.1733,14.5543,Czechia,CZ,Středočeský Kraj,,1719,1719
Kunice,49.9366,14.6716,Czechia,CZ,Středočeský Kraj,,1717,1717
Horní Sloupnice,49.9214,16.3395,Czechia,CZ,Pardubický Kraj,,1717,1717
Častolovice,50.1291,16.1814,Czechia,CZ,Královéhradecký Kraj,,1714,1714
Vlachovo Březí,49.0814,13.9584,Czechia,CZ,Jihočeský Kraj,,1711,1711
Všenory,49.9289,14.3040,Czechia,CZ,Středočeský Kraj,,1710,1710
Lukov,49.2903,17.7296,Czechia,CZ,Zlínský Kraj,,1710,1710
Zdíkov,49.0847,13.6974,Czechia,CZ,Jihočeský Kraj,,1710,1710
Doksy,50.1191,14.0479,Czechia,CZ,Středočeský Kraj,,1708,1708
Dubá,50.5404,14.5403,Czechia,CZ,Liberecký Kraj,,1702,1702
Sedlnice,49.6577,18.0869,Czechia,CZ,Moravskoslezský Kraj,,1700,1700
Ronov nad Doubravou,49.8883,15.5315,Czechia,CZ,Středočeský Kraj,,1699,1699
Dřiteň,49.1429,14.3460,Czechia,CZ,Jihočeský Kraj,,1697,1697
Horní Moštěnice,49.4121,17.4588,Czechia,CZ,Olomoucký Kraj,,1696,1696
Spytihněv,49.1412,17.4981,Czechia,CZ,Zlínský Kraj,,1694,1694
Březolupy,49.1214,17.5804,Czechia,CZ,Zlínský Kraj,,1694,1694
Jesenice,50.0971,13.4696,Czechia,CZ,Středočeský Kraj,,1694,1694
Kralice na Hané,49.4630,17.1805,Czechia,CZ,Olomoucký Kraj,,1693,1693
Popŭvky,49.1774,16.4876,Czechia,CZ,Jihomoravský Kraj,,1691,1691
Dolní Dunajovice,48.8545,16.5928,Czechia,CZ,Jihomoravský Kraj,,1690,1690
Staré Město,50.1618,16.9474,Czechia,CZ,Olomoucký Kraj,,1687,1687
Ropice,49.7053,18.6135,Czechia,CZ,Moravskoslezský Kraj,,1685,1685
Březí,48.8193,16.5675,Czechia,CZ,Jihomoravský Kraj,,1681,1681
Nasavrky,49.8445,15.8047,Czechia,CZ,Pardubický Kraj,,1678,1678
Sedliště,49.7183,18.3687,Czechia,CZ,Moravskoslezský Kraj,,1668,1668
Olešnice,49.5576,16.4217,Czechia,CZ,Pardubický Kraj,,1667,1667
Švihov,49.4815,13.2842,Czechia,CZ,Plzeňský Kraj,,1665,1665
Mníšek,50.8317,15.0564,Czechia,CZ,Liberecký Kraj,,1662,1662
Vřesina,49.9458,18.1901,Czechia,CZ,Moravskoslezský Kraj,,1660,1660
Plánice,49.3900,13.4711,Czechia,CZ,Plzeňský Kraj,,1660,1660
Srch,50.0849,15.7635,Czechia,CZ,Pardubický Kraj,,1659,1659
Svatava,50.1923,12.6253,Czechia,CZ,Karlovarský Kraj,,1657,1657
Jistebník,49.7540,18.1307,Czechia,CZ,Moravskoslezský Kraj,,1657,1657
Kvasiny,50.2125,16.2633,Czechia,CZ,Královéhradecký Kraj,,1654,1654
Stařeč,49.1979,15.8279,Czechia,CZ,Vysočina,,1654,1654
Dubné,48.9763,14.3604,Czechia,CZ,Jihočeský Kraj,,1654,1654
Zlechov,49.0740,17.3794,Czechia,CZ,Zlínský Kraj,,1653,1653
Starý Kolín,50.0098,15.2939,Czechia,CZ,Středočeský Kraj,,1650,1650
Žabčice,49.0116,16.6026,Czechia,CZ,Jihomoravský Kraj,,1649,1649
Košťálov,50.5717,15.4041,Czechia,CZ,Liberecký Kraj,,1648,1648
Oloví,50.2513,12.5588,Czechia,CZ,Karlovarský Kraj,,1645,1645
Rožďalovice,50.3048,15.1697,Czechia,CZ,Středočeský Kraj,,1644,1644
Bavorov,49.1219,14.0789,Czechia,CZ,Jihočeský Kraj,,1642,1642
Hrušky,48.7927,16.9740,Czechia,CZ,Jihomoravský Kraj,,1640,1640
Topolná,49.1219,17.5443,Czechia,CZ,Zlínský Kraj,,1639,1639
Šumice,49.0286,17.7221,Czechia,CZ,Zlínský Kraj,,1639,1639
Kladruby,49.7154,12.9800,Czechia,CZ,Plzeňský Kraj,,1638,1638
Medlov,49.7876,17.0627,Czechia,CZ,Olomoucký Kraj,,1635,1635
Železná Ruda,49.1375,13.2352,Czechia,CZ,Plzeňský Kraj,,1631,1631
Březová nad Svitavou,49.6442,16.5180,Czechia,CZ,Pardubický Kraj,,1629,1629
Telnice,49.1019,16.7178,Czechia,CZ,Jihomoravský Kraj,,1628,1628
Strážná,49.8311,17.1328,Czechia,CZ,Olomoucký Kraj,,1628,1628
Chvalčov,49.3892,17.7115,Czechia,CZ,Zlínský Kraj,,1627,1627
Dub nad Moravou,49.4825,17.2773,Czechia,CZ,Olomoucký Kraj,,1625,1625
Mirovice,49.5156,14.0359,Czechia,CZ,Jihočeský Kraj,,1624,1624
Všeruby,49.8418,13.2295,Czechia,CZ,Plzeňský Kraj,,1624,1624
Velemín,50.5391,13.9769,Czechia,CZ,Ústecký Kraj,,1623,1623
Homole,48.9390,14.4295,Czechia,CZ,Jihočeský Kraj,,1621,1621
Čkyně,49.1151,13.8291,Czechia,CZ,Jihočeský Kraj,,1616,1616
Nedakonice,49.0316,17.3814,Czechia,CZ,Zlínský Kraj,,1613,1613
Teplice nad Metují,50.5934,16.1704,Czechia,CZ,Královéhradecký Kraj,,1613,1613
Slatinice,49.5616,17.1000,Czechia,CZ,Olomoucký Kraj,,1612,1612
Smržice,49.5057,17.1070,Czechia,CZ,Olomoucký Kraj,,1612,1612
Šilheřovice,49.9260,18.2702,Czechia,CZ,Moravskoslezský Kraj,,1612,1612
Otnice,49.0864,16.8144,Czechia,CZ,Jihomoravský Kraj,,1611,1611
Velké Heraltice,49.9749,17.7288,Czechia,CZ,Moravskoslezský Kraj,,1608,1608
Borek,49.0235,14.5009,Czechia,CZ,Jihočeský Kraj,,1603,1603
Statenice,50.1427,14.3186,Czechia,CZ,Středočeský Kraj,,1603,1603
Hostěradice,48.9501,16.2593,Czechia,CZ,Jihomoravský Kraj,,1603,1603
Postřižín,50.2331,14.3868,Czechia,CZ,Středočeský Kraj,,1602,1602
Mostkovice,49.4722,17.0521,Czechia,CZ,Olomoucký Kraj,,1601,1601
Jablonec nad Jizerou,50.7035,15.4297,Czechia,CZ,Liberecký Kraj,,1601,1601
Křížová,49.6885,15.8521,Czechia,CZ,Vysočina,,1601,1601
Žitenice,50.5554,14.1567,Czechia,CZ,Ústecký Kraj,,1598,1598
Přimda,49.6750,12.6737,Czechia,CZ,Plzeňský Kraj,,1596,1596
Tuchoměřice,50.1355,14.2823,Czechia,CZ,Středočeský Kraj,,1586,1586
Lety,49.9211,14.2553,Czechia,CZ,Středočeský Kraj,,1579,1579
Blížejov,49.5001,12.9893,Czechia,CZ,Plzeňský Kraj,,1577,1577
Býšť,50.1325,15.9112,Czechia,CZ,Královéhradecký Kraj,,1577,1577
Lichnov,49.5642,18.1690,Czechia,CZ,Moravskoslezský Kraj,,1574,1574
Obříství,50.2960,14.4785,Czechia,CZ,Středočeský Kraj,,1570,1570
Poříčany,50.1081,14.9182,Czechia,CZ,Středočeský Kraj,,1569,1569
Grygov,49.5379,17.3109,Czechia,CZ,Olomoucký Kraj,,1564,1564
Kly,50.3089,14.5016,Czechia,CZ,Středočeský Kraj,,1563,1563
Božice,48.8369,16.2888,Czechia,CZ,Jihomoravský Kraj,,1561,1561
Šanov,48.8009,16.3786,Czechia,CZ,Jihomoravský Kraj,,1560,1560
Poběžovice,49.5104,12.8027,Czechia,CZ,Plzeňský Kraj,,1559,1559
Loučovice,48.6203,14.2575,Czechia,CZ,Jihočeský Kraj,,1559,1559
Hrdějovice,49.0190,14.4786,Czechia,CZ,Jihočeský Kraj,,1558,1558
Horoušany,50.1065,14.7406,Czechia,CZ,Středočeský Kraj,,1554,1554
Kounice,50.1077,14.8560,Czechia,CZ,Středočeský Kraj,,1546,1546
Husinec,50.1738,14.3752,Czechia,CZ,Středočeský Kraj,,1536,1536
Stráž u České Lípy,50.7452,14.5307,Czechia,CZ,Liberecký Kraj,,1534,1534
Hazlov,50.1565,12.2725,Czechia,CZ,Karlovarský Kraj,,1532,1532
Rokytnice,49.4659,17.3912,Czechia,CZ,Olomoucký Kraj,,1527,1527
Bukovany,50.1664,12.5727,Czechia,CZ,Karlovarský Kraj,,1526,1526
Mýto,49.7891,13.7347,Czechia,CZ,Plzeňský Kraj,,1526,1526
Šakvice,48.8975,16.7142,Czechia,CZ,Jihomoravský Kraj,,1524,1524
Dřevohostice,49.4259,17.5921,Czechia,CZ,Olomoucký Kraj,,1523,1523
Libeř,49.9242,14.4807,Czechia,CZ,Středočeský Kraj,,1523,1523
Bouzov,49.7043,16.8929,Czechia,CZ,Olomoucký Kraj,,1522,1522
Stará Huť,49.7823,14.1974,Czechia,CZ,Středočeský Kraj,,1521,1521
Spořice,50.4410,13.3919,Czechia,CZ,Ústecký Kraj,,1519,1519
Francova Lhota,49.2017,18.1118,Czechia,CZ,Zlínský Kraj,,1516,1516
Zádveřice,49.2160,17.8036,Czechia,CZ,Zlínský Kraj,,1515,1515
Liběšice,50.5689,14.2892,Czechia,CZ,Ústecký Kraj,,1515,1515
Brumovice,50.0153,17.7496,Czechia,CZ,Moravskoslezský Kraj,,1511,1511
Liptál,49.2905,17.9218,Czechia,CZ,Zlínský Kraj,,1509,1509
Horní Stropnice,48.7613,14.7350,Czechia,CZ,Jihočeský Kraj,,1509,1509
Loučná nad Desnou,50.0716,17.0910,Czechia,CZ,Olomoucký Kraj,,1507,1507
Smidary,50.2915,15.4773,Czechia,CZ,Královéhradecký Kraj,,1506,1506
Rajhradice,49.0921,16.6293,Czechia,CZ,Jihomoravský Kraj,,1504,1504
Dolní Beřkovice,50.3932,14.4503,Czechia,CZ,Středočeský Kraj,,1503,1503
Náklo,49.6546,17.1297,Czechia,CZ,Olomoucký Kraj,,1498,1498
Malé Svatoňovice,50.5340,16.0499,Czechia,CZ,Královéhradecký Kraj,,1495,1495
Bystré,49.6285,16.3468,Czechia,CZ,Pardubický Kraj,,1493,1493
Dolní Lhota,49.8424,18.0925,Czechia,CZ,Moravskoslezský Kraj,,1490,1490
Třebotov,49.9725,14.2913,Czechia,CZ,Středočeský Kraj,,1488,1488
Želetava,49.1419,15.6730,Czechia,CZ,Vysočina,,1488,1488
Lipov,48.9050,17.4617,Czechia,CZ,Jihomoravský Kraj,,1486,1486
Nezamyslice,49.3254,17.1733,Czechia,CZ,Olomoucký Kraj,,1483,1483
Benešov nad Černou,48.7295,14.6274,Czechia,CZ,Jihočeský Kraj,,1480,1480
Stěbořice,49.9371,17.8055,Czechia,CZ,Moravskoslezský Kraj,,1479,1479
Janov nad Nisou,50.7721,15.1692,Czechia,CZ,Liberecký Kraj,,1475,1475
Červený Újezd,50.0698,14.1660,Czechia,CZ,Středočeský Kraj,,1474,1474
Kolinec,49.2990,13.4390,Czechia,CZ,Plzeňský Kraj,,1474,1474
Nezvěstice,49.6405,13.5197,Czechia,CZ,Plzeňský Kraj,,1473,1473
Držovice,49.4911,17.1340,Czechia,CZ,Olomoucký Kraj,,1473,1473
Dambořice,49.0383,16.9176,Czechia,CZ,Jihomoravský Kraj,,1473,1473
Kunžak,49.1212,15.1903,Czechia,CZ,Jihočeský Kraj,,1473,1473
Moravský Žižkov,48.8329,16.9314,Czechia,CZ,Jihomoravský Kraj,,1471,1471
Vlachovice,49.1238,17.9400,Czechia,CZ,Zlínský Kraj,,1466,1466
Staré Město,49.6699,18.3635,Czechia,CZ,Moravskoslezský Kraj,,1465,1465
Čížkovice,50.4843,14.0285,Czechia,CZ,Ústecký Kraj,,1465,1465
Holubice,49.1775,16.8122,Czechia,CZ,Jihomoravský Kraj,,1465,1465
Kožlany,49.9940,13.5411,Czechia,CZ,Plzeňský Kraj,,1465,1465
Kovářov,49.5177,14.2781,Czechia,CZ,Jihočeský Kraj,,1465,1465
Ostrožská Lhota,48.9756,17.4675,Czechia,CZ,Zlínský Kraj,,1464,1464
Zborovice,49.2489,17.2847,Czechia,CZ,Zlínský Kraj,,1461,1461
Hnojní,49.6823,18.5413,Czechia,CZ,Moravskoslezský Kraj,,1460,1460
Lomnice,49.4047,16.4136,Czechia,CZ,Jihomoravský Kraj,,1459,1459
Kamenný Přívoz,49.8631,14.5034,Czechia,CZ,Středočeský Kraj,,1458,1458
Valašská Polanka,49.2621,17.9967,Czechia,CZ,Zlínský Kraj,,1457,1457
Zaječí,48.8730,16.7665,Czechia,CZ,Jihomoravský Kraj,,1454,1454
Podolí,49.1904,16.7209,Czechia,CZ,Jihomoravský Kraj,,1452,1452
Osek,49.7781,13.5910,Czechia,CZ,Plzeňský Kraj,,1452,1452
Holoubkov,49.7761,13.6925,Czechia,CZ,Plzeňský Kraj,,1451,1451
Újezd,49.7640,17.1805,Czechia,CZ,Olomoucký Kraj,,1449,1449
Řehlovice,50.6072,13.9542,Czechia,CZ,Ústecký Kraj,,1449,1449
Stříbrná Skalice,49.8977,14.8462,Czechia,CZ,Středočeský Kraj,,1448,1448
Strmilov,49.1585,15.1994,Czechia,CZ,Jihočeský Kraj,,1448,1448
Mšeno,50.4382,14.6326,Czechia,CZ,Středočeský Kraj,,1447,1447
Vacov,49.1370,13.7291,Czechia,CZ,Jihočeský Kraj,,1447,1447
Mirošovice,49.9099,14.7113,Czechia,CZ,Středočeský Kraj,,1445,1445
Otice,49.9168,17.8699,Czechia,CZ,Moravskoslezský Kraj,,1445,1445
Oldřišov,49.9913,17.9608,Czechia,CZ,Moravskoslezský Kraj,,1442,1442
Husinec,49.0550,13.9870,Czechia,CZ,Jihočeský Kraj,,1439,1439
Zaječov,49.7744,13.8408,Czechia,CZ,Středočeský Kraj,,1439,1439
Prachovice,49.8938,15.6288,Czechia,CZ,Pardubický Kraj,,1438,1438
Žďár,50.5437,15.0804,Czechia,CZ,Liberecký Kraj,,1435,1435
Přáslavice,49.5874,17.3905,Czechia,CZ,Olomoucký Kraj,,1434,1434
Křešice,50.5227,14.2146,Czechia,CZ,Ústecký Kraj,,1434,1434
Komorní Lhotka,49.6581,18.5278,Czechia,CZ,Moravskoslezský Kraj,,1434,1434
Ohrobec,49.9418,14.4321,Czechia,CZ,Středočeský Kraj,,1433,1433
Červenka,49.7188,17.0837,Czechia,CZ,Olomoucký Kraj,,1433,1433
Suchohrdly,48.8662,16.0890,Czechia,CZ,Jihomoravský Kraj,,1431,1431
Lužec nad Vltavou,50.3215,14.4003,Czechia,CZ,Středočeský Kraj,,1430,1430
Veltruby,50.0706,15.1846,Czechia,CZ,Středočeský Kraj,,1429,1429
Krouna,49.7724,16.0268,Czechia,CZ,Pardubický Kraj,,1429,1429
Lázně Kynžvart,50.0107,12.6248,Czechia,CZ,Karlovarský Kraj,,1427,1427
Hevlín,48.7521,16.3813,Czechia,CZ,Jihomoravský Kraj,,1424,1424
Strážov,49.3034,13.2463,Czechia,CZ,Plzeňský Kraj,,1424,1424
Březno,50.4020,13.4213,Czechia,CZ,Ústecký Kraj,,1424,1424
Mochov,50.1419,14.7950,Czechia,CZ,Středočeský Kraj,,1418,1418
Zbuzany,50.0243,14.2868,Czechia,CZ,Středočeský Kraj,,1416,1416
Trhový Štěpánov,49.7115,15.0136,Czechia,CZ,Středočeský Kraj,,1416,1416
Zbraslavice,49.8118,15.1832,Czechia,CZ,Středočeský Kraj,,1412,1412
Poříčí nad Sázavou,49.8390,14.6745,Czechia,CZ,Středočeský Kraj,,1410,1410
Chotěbuz,49.7685,18.5692,Czechia,CZ,Moravskoslezský Kraj,,1409,1409
Lenešice,50.3753,13.7660,Czechia,CZ,Ústecký Kraj,,1409,1409
Ševětín,49.1001,14.5722,Czechia,CZ,Jihočeský Kraj,,1408,1408
Předklášteří,49.3526,16.4024,Czechia,CZ,Jihomoravský Kraj,,1406,1406
Osnice,49.9681,14.5450,Czechia,CZ,Středočeský Kraj,,1405,1405
Jenštejn,50.1527,14.6119,Czechia,CZ,Středočeský Kraj,,1405,1405
Mratín,50.2031,14.5511,Czechia,CZ,Středočeský Kraj,,1404,1404
Kašperské Hory,49.1430,13.5562,Czechia,CZ,Plzeňský Kraj,,1404,1404
Určice,49.4305,17.0729,Czechia,CZ,Olomoucký Kraj,,1401,1401
Dobroměřice,50.3702,13.7948,Czechia,CZ,Ústecký Kraj,,1400,1400
Hostouň,50.1145,14.2013,Czechia,CZ,Středočeský Kraj,,1400,1400
Hrobčice,50.5174,13.7857,Czechia,CZ,Ústecký Kraj,,1400,1400
Valdice,50.4551,15.3850,Czechia,CZ,Královéhradecký Kraj,,1398,1398
Městečko Trnávka,49.7093,16.7275,Czechia,CZ,Pardubický Kraj,,1396,1396
Dolní Domaslavice,49.7098,18.4774,Czechia,CZ,Moravskoslezský Kraj,,1392,1392
Nová Ves pod Pleší,49.8318,14.2753,Czechia,CZ,Středočeský Kraj,,1392,1392
Komárov,49.9144,17.9689,Czechia,CZ,Moravskoslezský Kraj,,1391,1391
Rosice,49.9223,15.9513,Czechia,CZ,Pardubický Kraj,,1390,1390
Bečov,50.4498,13.7179,Czechia,CZ,Ústecký Kraj,,1390,1390
Dolní Dvořiště,48.6565,14.4522,Czechia,CZ,Jihočeský Kraj,,1388,1388
Postupice,49.7281,14.7773,Czechia,CZ,Středočeský Kraj,,1387,1387
Nová Ves,50.2193,14.5357,Czechia,CZ,Středočeský Kraj,,1386,1386
Milíkov,49.5856,18.7195,Czechia,CZ,Moravskoslezský Kraj,,1386,1386
Lipŭvka,49.3403,16.5529,Czechia,CZ,Jihomoravský Kraj,,1386,1386
Tečovice,49.2211,17.5873,Czechia,CZ,Zlínský Kraj,,1385,1385
Doubravice nad Svitavou,49.4367,16.6294,Czechia,CZ,Jihomoravský Kraj,,1385,1385
Svratka,49.7107,16.0322,Czechia,CZ,Pardubický Kraj,,1385,1385
Opařany,49.3969,14.4814,Czechia,CZ,Jihočeský Kraj,,1385,1385
Březová,49.7916,17.8656,Czechia,CZ,Moravskoslezský Kraj,,1384,1384
Čechtice,49.6241,15.0483,Czechia,CZ,Středočeský Kraj,,1384,1384
Světlá,50.0453,17.4010,Czechia,CZ,Moravskoslezský Kraj,,1384,1384
Samotíšky,49.6304,17.3281,Czechia,CZ,Olomoucký Kraj,,1383,1383
Byšice,50.3105,14.6114,Czechia,CZ,Středočeský Kraj,,1383,1383
Věrovany,49.4611,17.2880,Czechia,CZ,Olomoucký Kraj,,1382,1382
Hrádek,49.2614,13.4985,Czechia,CZ,Plzeňský Kraj,,1382,1382
