city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Jelka,48.1431,17.5028,Slovakia,SK,Trnavský,,3957,3957
Oravská Polhora,49.5217,19.4461,Slovakia,SK,Žilinský,,3956,3956
Čachtice,48.7122,17.7872,Slovakia,SK,Nitriansky,,3939,3939
Podbrezová,48.8167,19.5500,Slovakia,SK,Banskobystrický,,3882,3882
Varín,49.2000,18.8833,Slovakia,SK,Žilinský,,3815,3815
Hanušovce nad Topľou,49.0264,21.5003,Slovakia,SK,Prešovský,,3768,3768
Veľké Rovné,49.2911,18.5833,Slovakia,SK,Žilinský,,3760,3760
Trstice,48.0142,17.8061,Slovakia,SK,Trnavský,,3741,3741
Marcelová,47.7901,18.2899,Slovakia,SK,Nitriansky,,3731,3731
Valaská,48.8128,19.5750,Slovakia,SK,Banskobystrický,,3726,3726
Bánov,48.0489,18.1922,Slovakia,SK,Nitriansky,,3722,3722
Veľká Ida,48.6000,21.1667,Slovakia,SK,Košický,,3714,3714
Tešedíkovo,48.1062,17.8631,Slovakia,SK,Nitriansky,,3699,3699
Čierna nad Tisou,48.4170,22.0887,Slovakia,SK,Košický,,3633,3633
Turna nad Bodvou,48.6006,20.8781,Slovakia,SK,Košický,,3624,3624
Slovenský Grob,48.2558,17.2747,Slovakia,SK,Bratislavský,,3619,3619
Jasov,48.6831,20.9742,Slovakia,SK,Košický,,3604,3604
Veľké Leváre,48.5031,17.0012,Slovakia,SK,Bratislavský,,3581,3581
Okoč,47.8906,17.8097,Slovakia,SK,Trnavský,,3579,3579
Novoť,49.4278,19.2667,Slovakia,SK,Žilinský,,3575,3575
Tlmače,48.2833,18.5333,Slovakia,SK,Nitriansky,,3570,3570
Svrčinovec,49.4811,18.7922,Slovakia,SK,Žilinský,,3517,3517
Spišské Vlachy,48.9500,20.8000,Slovakia,SK,Košický,,3509,3509
Bystrany,48.9494,20.7581,Slovakia,SK,Košický,,3500,3500
Zborov,49.3722,21.3153,Slovakia,SK,Prešovský,,3485,3485
Štrba,49.0542,20.0785,Slovakia,SK,Prešovský,,3482,3482
Oravská Lesná,49.3689,19.1836,Slovakia,SK,Žilinský,,3434,3434
Nálepkovo,48.8417,20.6200,Slovakia,SK,Košický,,3411,3411
Horná Súča,48.9667,17.9792,Slovakia,SK,Nitriansky,,3405,3405
Ľubotice,49.0167,21.2833,Slovakia,SK,Prešovský,,3392,3392
Smolenice,48.5062,17.4304,Slovakia,SK,Trnavský,,3383,3383
Belá nad Cirochou,48.9786,22.1061,Slovakia,SK,Prešovský,,3372,3372
Trenčianska Turná,48.8500,18.0194,Slovakia,SK,Nitriansky,,3369,3369
Malinovo,48.1528,17.2944,Slovakia,SK,Bratislavský,,3341,3341
Prakovce,48.8167,20.9000,Slovakia,SK,Košický,,3331,3331
Neded,48.0208,17.9667,Slovakia,SK,Nitriansky,,3318,3318
Bátorove Kosihy,47.8308,18.4108,Slovakia,SK,Nitriansky,,3316,3316
Horné Saliby,48.1244,17.7503,Slovakia,SK,Trnavský,,3283,3283
Slovenská Ľupča,48.7442,19.2381,Slovakia,SK,Banskobystrický,,3253,3253
Nitrianske Pravno,48.8667,18.6333,Slovakia,SK,Nitriansky,,3250,3250
Rakúsy,49.1892,20.3858,Slovakia,SK,Prešovský,,3238,3238
Zámutov,48.9028,21.5611,Slovakia,SK,Prešovský,,3232,3232
Vlčany,48.0322,17.9467,Slovakia,SK,Nitriansky,,3222,3222
Jelšava,48.6264,20.2414,Slovakia,SK,Banskobystrický,,3216,3216
Podolínec,49.2500,20.5333,Slovakia,SK,Prešovský,,3213,3213
Rosina,49.1792,18.7667,Slovakia,SK,Žilinský,,3211,3211
Huncovce,49.1167,20.3833,Slovakia,SK,Prešovský,,3169,3169
Hranovnica,48.9875,20.3081,Slovakia,SK,Prešovský,,3159,3159
Hruštín,49.3247,19.3494,Slovakia,SK,Žilinský,,3155,3155
Nesluša,49.3097,18.7464,Slovakia,SK,Žilinský,,3153,3153
Klenovec,48.5968,19.8910,Slovakia,SK,Banskobystrický,,3146,3146
Topoľníky,47.9667,17.7833,Slovakia,SK,Trnavský,,3089,3089
Dolná Súča,48.9583,18.0306,Slovakia,SK,Nitriansky,,3087,3087
Likavka,49.0908,19.3106,Slovakia,SK,Žilinský,,3042,3042
Lozorno,48.3333,17.0389,Slovakia,SK,Bratislavský,,3022,3022
Nová ľubovňa,49.2711,20.6814,Slovakia,SK,Prešovský,,3005,3005
Veľký Kýr,48.1750,18.1611,Slovakia,SK,Nitriansky,,2999,2999
Polomka,48.8525,19.8542,Slovakia,SK,Banskobystrický,,2982,2982
Lužianky,48.3417,18.0319,Slovakia,SK,Nitriansky,,2978,2978
Richnava,48.9250,20.9194,Slovakia,SK,Košický,,2971,2971
Vechec,48.8725,21.6244,Slovakia,SK,Prešovský,,2940,2940
Oravské Veselé,49.4610,19.3840,Slovakia,SK,Žilinský,,2931,2931
Liesek,49.3611,19.6750,Slovakia,SK,Žilinský,,2904,2904
Mojmírovce,48.2069,18.0639,Slovakia,SK,Nitriansky,,2888,2888
Spišský Štiavnik,48.9950,20.3600,Slovakia,SK,Prešovský,,2877,2877
Zvolenská Slatina,48.5667,19.2667,Slovakia,SK,Banskobystrický,,2864,2864
Hliník nad Hronom,48.5436,18.7869,Slovakia,SK,Banskobystrický,,2860,2860
Tekovské Lužany,48.0986,18.5403,Slovakia,SK,Nitriansky,,2860,2860
Šarišské Michal’any,49.0692,21.1372,Slovakia,SK,Prešovský,,2855,2855
Podhorany,49.2389,20.4806,Slovakia,SK,Prešovský,,2853,2853
Špačince,48.4406,17.6108,Slovakia,SK,Trnavský,,2851,2851
Kokava nad Rimavicou,48.5703,19.8414,Slovakia,SK,Banskobystrický,,2849,2849
Selice,48.0933,17.9689,Slovakia,SK,Nitriansky,,2844,2844
Jakubany,49.2486,20.6944,Slovakia,SK,Prešovský,,2836,2836
Závod,48.5472,17.0306,Slovakia,SK,Bratislavský,,2823,2823
Pribeta,47.9000,18.3167,Slovakia,SK,Nitriansky,,2813,2813
Liptovská Lúžna,48.9417,19.3194,Slovakia,SK,Žilinský,,2812,2812
Svätý Peter,47.8433,18.2589,Slovakia,SK,Nitriansky,,2788,2788
Staškov,49.4223,18.6956,Slovakia,SK,Žilinský,,2785,2785
Nová Bystrica,49.3448,19.0071,Slovakia,SK,Žilinský,,2775,2775
Horné Srnie,48.9917,18.1014,Slovakia,SK,Nitriansky,,2774,2774
Sečovská Polianka,48.7833,21.6819,Slovakia,SK,Prešovský,,2765,2765
Veľké Kostoľany,48.5000,17.7167,Slovakia,SK,Trnavský,,2764,2764
Pečovská Nová Ves,49.1333,21.0500,Slovakia,SK,Prešovský,,2763,2763
Stará Bystrica,49.3470,18.9406,Slovakia,SK,Žilinský,,2759,2759
Vyšné Raslavice,49.1500,21.3167,Slovakia,SK,Prešovský,,2739,2739
Chynorany,48.6083,18.2736,Slovakia,SK,Nitriansky,,2716,2716
Trnovec nad Váhom,48.1469,17.9269,Slovakia,SK,Nitriansky,,2709,2709
Krásnohorské Podhradie,48.6533,20.5972,Slovakia,SK,Košický,,2691,2691
Ivanka pri Nitre,48.2378,18.1181,Slovakia,SK,Nitriansky,,2673,2673
Vrakúň,47.9389,17.6042,Slovakia,SK,Trnavský,,2666,2666
Miloslavov,48.1000,17.3000,Slovakia,SK,Bratislavský,,2665,2665
Košeca,49.0097,18.2617,Slovakia,SK,Nitriansky,,2664,2664
Vysoká nad Kysucou,49.3806,18.5431,Slovakia,SK,Žilinský,,2659,2659
Veľké Brestovany,48.3814,17.6844,Slovakia,SK,Trnavský,,2658,2658
Lehnice,48.0528,17.4556,Slovakia,SK,Trnavský,,2657,2657
Zázrivá,49.2792,19.1583,Slovakia,SK,Žilinský,,2657,2657
Čaklov,48.9000,21.6333,Slovakia,SK,Prešovský,,2620,2620
Heľpa,48.8606,19.9694,Slovakia,SK,Banskobystrický,,2614,2614
Topoľčianky,48.4189,18.4119,Slovakia,SK,Nitriansky,,2613,2613
Očová,48.6000,19.2867,Slovakia,SK,Banskobystrický,,2603,2603
Ladce,49.0379,18.2870,Slovakia,SK,Nitriansky,,2602,2602
Kopčany,48.7833,17.1167,Slovakia,SK,Trnavský,,2582,2582
Dolné Vestenice,48.7040,18.3961,Slovakia,SK,Nitriansky,,2580,2580
Zeleneč,48.3311,17.5950,Slovakia,SK,Trnavský,,2572,2572
Veľký Biel,48.2164,17.3583,Slovakia,SK,Bratislavský,,2567,2567
Chtelnica,48.5694,17.6250,Slovakia,SK,Trnavský,,2562,2562
Drahovce,48.5178,17.8050,Slovakia,SK,Trnavský,,2558,2558
Moravské Lieskové,48.8194,17.7958,Slovakia,SK,Nitriansky,,2557,2557
Spišské Bystré,48.9925,20.2428,Slovakia,SK,Prešovský,,2556,2556
Soľ,48.9264,21.5986,Slovakia,SK,Prešovský,,2554,2554
Strečno,49.1889,18.8653,Slovakia,SK,Žilinský,,2554,2554
Tomášov,48.1422,17.3367,Slovakia,SK,Bratislavský,,2527,2527
Veľká Mača,48.2440,17.6927,Slovakia,SK,Trnavský,,2523,2523
Hrabušice,48.9833,20.4167,Slovakia,SK,Prešovský,,2521,2521
Široké,49.0000,20.9333,Slovakia,SK,Prešovský,,2505,2505
Stráne pod Tatrami,49.1583,20.3694,Slovakia,SK,Prešovský,,2503,2503
Rozhanovce,48.7500,21.3500,Slovakia,SK,Košický,,2503,2503
Spišský Štvrtok,49.0019,20.4678,Slovakia,SK,Prešovský,,2499,2499
Svodín,47.9144,18.5006,Slovakia,SK,Nitriansky,,2478,2478
Viničné,48.2717,17.3008,Slovakia,SK,Bratislavský,,2473,2473
Papradno,49.2297,18.4103,Slovakia,SK,Nitriansky,,2470,2470
Solčany,48.5375,18.2000,Slovakia,SK,Nitriansky,,2465,2465
Liptovská Teplička,48.9664,20.0889,Slovakia,SK,Prešovský,,2453,2453
Stakčín,49.0028,22.2417,Slovakia,SK,Prešovský,,2435,2435
Moravany nad Váhom,48.6028,17.8639,Slovakia,SK,Trnavský,,2420,2420
Sačurov,48.8217,21.6947,Slovakia,SK,Prešovský,,2415,2415
Budmerice,48.3564,17.4078,Slovakia,SK,Bratislavský,,2402,2402
Žehra,48.9794,20.7925,Slovakia,SK,Prešovský,,2399,2399
Batizovce,49.0758,20.1811,Slovakia,SK,Prešovský,,2385,2385
Divina,49.2722,18.6944,Slovakia,SK,Žilinský,,2384,2384
Važec,49.0592,19.9800,Slovakia,SK,Žilinský,,2376,2376
Plavecký Štvrtok,48.3753,16.9961,Slovakia,SK,Bratislavský,,2372,2372
Chminianske Jakubovany,48.9917,21.0083,Slovakia,SK,Prešovský,,2370,2370
Zlatná na Ostrove,47.7706,17.9714,Slovakia,SK,Nitriansky,,2370,2370
Pliešovce,48.4222,19.1528,Slovakia,SK,Banskobystrický,,2365,2365
Oslany,48.6303,18.4694,Slovakia,SK,Nitriansky,,2363,2363
Lokca,49.3667,19.4167,Slovakia,SK,Žilinský,,2361,2361
Kysucký Lieskovec,49.3375,18.8114,Slovakia,SK,Žilinský,,2354,2354
Bučany,48.4186,17.6972,Slovakia,SK,Trnavský,,2340,2340
Veľké Šúrovce,48.3328,17.7175,Slovakia,SK,Trnavský,,2336,2336
Zemianska Olča,47.8000,17.8667,Slovakia,SK,Nitriansky,,2332,2332
Kamenica nad Cirochou,48.9325,21.9992,Slovakia,SK,Prešovský,,2331,2331
Závadka nad Hronom,48.8500,19.9167,Slovakia,SK,Banskobystrický,,2326,2326
Soblahov,48.8667,18.0831,Slovakia,SK,Nitriansky,,2314,2314
Klokočov,49.4518,18.5711,Slovakia,SK,Žilinský,,2313,2313
Spišská Stará Ves,49.3833,20.3667,Slovakia,SK,Prešovský,,2302,2302
Zubrohlava,49.4441,19.5115,Slovakia,SK,Žilinský,,2300,2300
Boleráz,48.4658,17.4931,Slovakia,SK,Trnavský,,2300,2300
Brodské,48.6914,17.0128,Slovakia,SK,Trnavský,,2294,2294
Jaslovské Bohunice,48.4767,17.6467,Slovakia,SK,Trnavský,,2292,2292
Zavar,48.3506,17.6728,Slovakia,SK,Trnavský,,2291,2291
Hrnčiarovce nad Parnou,48.3422,17.5700,Slovakia,SK,Trnavský,,2289,2289
Pruské,49.0265,18.2108,Slovakia,SK,Nitriansky,,2288,2288
Letanovce,48.9778,20.4667,Slovakia,SK,Prešovský,,2280,2280
Svinia,49.0083,21.1222,Slovakia,SK,Prešovský,,2279,2279
Diakovce,48.1350,17.8406,Slovakia,SK,Nitriansky,,2277,2277
Plešivec,48.5472,20.4028,Slovakia,SK,Košický,,2277,2277
Drienovec,48.6111,20.9472,Slovakia,SK,Košický,,2269,2269
Drietoma,48.8917,17.9614,Slovakia,SK,Nitriansky,,2268,2268
Spišská Teplica,49.0472,20.2500,Slovakia,SK,Prešovský,,2263,2263
Dolná Krupá,48.4767,17.6467,Slovakia,SK,Trnavský,,2255,2255
Cinobaňa,48.4469,19.6486,Slovakia,SK,Banskobystrický,,2254,2254
Zborov nad Bystricou,49.3828,18.8819,Slovakia,SK,Žilinský,,2253,2253
Streda nad Bodrogom,48.3667,21.7667,Slovakia,SK,Košický,,2250,2250
Častá,48.3989,17.3592,Slovakia,SK,Bratislavský,,2247,2247
Kapušany,49.0436,21.3333,Slovakia,SK,Prešovský,,2246,2246
Zbehy,48.3631,18.0192,Slovakia,SK,Nitriansky,,2242,2242
Krížová Ves,49.1889,20.4875,Slovakia,SK,Prešovský,,2239,2239
Veľká Udiča,49.1667,18.4000,Slovakia,SK,Nitriansky,,2238,2238
Jablonica,48.6081,17.4200,Slovakia,SK,Trnavský,,2235,2235
Drienov,48.8733,21.2706,Slovakia,SK,Prešovský,,2226,2226
Madunice,48.4767,17.7800,Slovakia,SK,Trnavský,,2218,2218
Lehota,48.3136,17.9742,Slovakia,SK,Nitriansky,,2217,2217
Výčapy-Opatovce,48.4081,18.0833,Slovakia,SK,Nitriansky,,2214,2214
Pohorelá,48.8653,20.0183,Slovakia,SK,Banskobystrický,,2212,2212
Matúškovo,48.1678,17.7328,Slovakia,SK,Trnavský,,2202,2202
Vojčice,48.6778,21.7153,Slovakia,SK,Košický,,2200,2200
Jarovce,48.0653,17.1133,Slovakia,SK,Bratislavský,,2200,2200
Kalinovo,48.3944,19.7072,Slovakia,SK,Banskobystrický,,2189,2189
Fintice,49.0522,21.2842,Slovakia,SK,Prešovský,,2187,2187
Trhová Hradská,47.9917,17.7500,Slovakia,SK,Trnavský,,2171,2171
Gbelce,47.8506,18.5111,Slovakia,SK,Nitriansky,,2170,2170
Zemné,47.9903,17.9958,Slovakia,SK,Nitriansky,,2167,2167
Selce,48.7639,19.2042,Slovakia,SK,Banskobystrický,,2159,2159
Seňa,48.5583,21.2528,Slovakia,SK,Košický,,2158,2158
Sihelné,49.5061,19.4176,Slovakia,SK,Žilinský,,2154,2154
Brusno,48.8000,19.3833,Slovakia,SK,Banskobystrický,,2148,2148
Čečejovce,48.5972,21.0653,Slovakia,SK,Košický,,2144,2144
Východná,49.0586,19.8892,Slovakia,SK,Žilinský,,2139,2139
Suchá nad Parnou,48.4097,17.4897,Slovakia,SK,Trnavský,,2131,2131
Ostrovany,49.0622,21.1175,Slovakia,SK,Prešovský,,2127,2127
Moravský Svätý Ján,48.5893,17.0001,Slovakia,SK,Trnavský,,2127,2127
Valaská Belá,48.8878,18.3969,Slovakia,SK,Nitriansky,,2126,2126
Lisková,49.0900,19.3533,Slovakia,SK,Žilinský,,2109,2109
Lysá pod Makytou,49.1972,18.1953,Slovakia,SK,Nitriansky,,2105,2105
Rimavská Seč,48.3045,20.2353,Slovakia,SK,Banskobystrický,,2104,2104
Jelenec,48.3786,18.2236,Slovakia,SK,Nitriansky,,2103,2103
Váhovce,48.2514,17.7803,Slovakia,SK,Trnavský,,2098,2098
Hliník,48.2917,17.2278,Slovakia,SK,Bratislavský,,2092,2092
Veľké Ripňany,48.5031,17.9836,Slovakia,SK,Nitriansky,,2089,2089
Nitrianske Hrnčiarovce,48.3333,18.1333,Slovakia,SK,Nitriansky,,2083,2083
Švedlar,48.8139,20.7083,Slovakia,SK,Košický,,2083,2083
Bzince pod Javorinou,48.7886,17.7736,Slovakia,SK,Nitriansky,,2080,2080
Rišňovce,48.3694,17.8944,Slovakia,SK,Nitriansky,,2075,2075
Kozárovce,48.3167,18.5333,Slovakia,SK,Banskobystrický,,2075,2075
Divín,48.4506,19.5328,Slovakia,SK,Banskobystrický,,2075,2075
Hamuliakovo,48.0386,17.2531,Slovakia,SK,Trnavský,,2057,2057
Lovinobaňa,48.4375,19.5894,Slovakia,SK,Banskobystrický,,2055,2055
Marianka,48.2481,17.0600,Slovakia,SK,Bratislavský,,2054,2054
Pružina,49.0165,18.4746,Slovakia,SK,Nitriansky,,2043,2043
Bojná,48.5761,18.0567,Slovakia,SK,Nitriansky,,2037,2037
Spišské Tomášovce,48.9628,20.4733,Slovakia,SK,Košický,,2025,2025
Víťaz,48.9718,20.9529,Slovakia,SK,Prešovský,,2023,2023
Veľké Uherce,48.6065,18.4380,Slovakia,SK,Nitriansky,,2020,2020
Jarok,48.2778,17.9556,Slovakia,SK,Nitriansky,,2018,2018
Rabčice,49.5061,19.5194,Slovakia,SK,Žilinský,,2016,2016
Dvorníky,48.3578,17.7969,Slovakia,SK,Trnavský,,2015,2015
Horná Potôň,48.0333,17.4833,Slovakia,SK,Trnavský,,2010,2010
Prašice,48.6417,18.1042,Slovakia,SK,Nitriansky,,2009,2009
Badín,48.6653,19.1217,Slovakia,SK,Banskobystrický,,2006,2006
Kendice,48.9167,21.2500,Slovakia,SK,Trnavský,,2001,2001
Majcichov,48.2878,17.6289,Slovakia,SK,Trnavský,,2001,2001
Turie,49.1492,18.7528,Slovakia,SK,Žilinský,,1995,1995
Kotešová,49.2448,18.5993,Slovakia,SK,Žilinský,,1993,1993
Dolné Saliby,48.1000,17.7833,Slovakia,SK,Trnavský,,1988,1988
Trhovište,48.6994,21.8053,Slovakia,SK,Košický,,1985,1985
Strekov,47.9017,18.4189,Slovakia,SK,Nitriansky,,1979,1979
Vyšná Šuňava,49.0300,20.0881,Slovakia,SK,Prešovský,,1975,1975
Petrovany,48.9194,21.2694,Slovakia,SK,Prešovský,,1973,1973
Omšenie,48.9014,18.2253,Slovakia,SK,Nitriansky,,1973,1973
Toporec,49.2667,20.5000,Slovakia,SK,Prešovský,,1957,1957
Imeľ,47.9022,18.1447,Slovakia,SK,Nitriansky,,1949,1949
Radošina,48.5456,17.9381,Slovakia,SK,Nitriansky,,1948,1948
Hermanovce,49.0458,21.0167,Slovakia,SK,Prešovský,,1942,1942
Lemešany,48.8500,21.2667,Slovakia,SK,Prešovský,,1941,1941
Olešná,49.4235,18.6740,Slovakia,SK,Žilinský,,1939,1939
Nitrianske Rudno,48.7972,18.4764,Slovakia,SK,Nitriansky,,1936,1936
Dlhé nad Cirochou,48.9603,22.0619,Slovakia,SK,Prešovský,,1936,1936
Ochodnica,49.3476,18.7951,Slovakia,SK,Žilinský,,1934,1934
Bobrovec,49.1178,19.6111,Slovakia,SK,Žilinský,,1919,1919
Margecany,48.8928,21.0136,Slovakia,SK,Košický,,1915,1915
Kameničná,47.8167,18.0417,Slovakia,SK,Nitriansky,,1915,1915
Parchovany,48.7528,21.7139,Slovakia,SK,Košický,,1914,1914
Michaľany,48.5056,21.6139,Slovakia,SK,Košický,,1912,1912
Dolný Štál,47.9364,17.7169,Slovakia,SK,Trnavský,,1907,1907
Dlhé Pole,49.3083,18.6319,Slovakia,SK,Žilinský,,1899,1899
Horné Orešany,48.4661,17.4394,Slovakia,SK,Trnavský,,1892,1892
Mužla,47.7922,18.5978,Slovakia,SK,Nitriansky,,1884,1884
Vikartovce,48.9936,20.1525,Slovakia,SK,Prešovský,,1882,1882
Harichovce,48.9667,20.5833,Slovakia,SK,Prešovský,,1879,1879
Jaklovce,48.8744,20.9944,Slovakia,SK,Košický,,1878,1878
Horná Kráľová,48.2439,17.9153,Slovakia,SK,Nitriansky,,1877,1877
Dobrá Niva,48.4714,19.1022,Slovakia,SK,Banskobystrický,,1874,1874
Banské,48.8306,21.5778,Slovakia,SK,Prešovský,,1871,1871
Slovenská Ves,49.2250,20.4250,Slovakia,SK,Prešovský,,1867,1867
Slavošovce,48.7167,20.2833,Slovakia,SK,Košický,,1864,1864
Nižné Slovinky,48.8800,20.8433,Slovakia,SK,Košický,,1864,1864
Veľké Lovce,48.0639,18.3372,Slovakia,SK,Nitriansky,,1860,1860
Pukanec,48.3533,18.7228,Slovakia,SK,Nitriansky,,1859,1859
Podolie,48.6722,17.7722,Slovakia,SK,Nitriansky,,1858,1858
Stráňavy,49.1722,18.8203,Slovakia,SK,Žilinský,,1856,1856
Dechtice,48.5458,17.5950,Slovakia,SK,Trnavský,,1851,1851
Lietavská Lúčka,49.1753,18.7222,Slovakia,SK,Žilinský,,1845,1845
Ďurkov,48.7078,21.4464,Slovakia,SK,Košický,,1845,1845
Zuberec,49.2667,19.6167,Slovakia,SK,Žilinský,,1841,1841
Báhoň,48.3042,17.4481,Slovakia,SK,Bratislavský,,1840,1840
Hlinné,48.9667,21.5833,Slovakia,SK,Prešovský,,1838,1838
Ludanice,48.5000,18.1181,Slovakia,SK,Nitriansky,,1825,1825
Bobrov,49.4281,19.5442,Slovakia,SK,Žilinský,,1821,1821
Krížovany nad Dudváhom,48.3236,17.6556,Slovakia,SK,Trnavský,,1818,1818
Nacina Ves,48.8169,21.8539,Slovakia,SK,Košický,,1817,1817
Kolárovice,49.2729,18.5328,Slovakia,SK,Žilinský,,1815,1815
Kamenica,49.1908,20.9611,Slovakia,SK,Prešovský,,1813,1813
Vinné,48.8083,21.9667,Slovakia,SK,Košický,,1810,1810
Bystričany,48.6586,18.5139,Slovakia,SK,Nitriansky,,1801,1801
Vidiná,48.3597,19.6542,Slovakia,SK,Banskobystrický,,1800,1800
Dohňany,49.1469,18.2881,Slovakia,SK,Nitriansky,,1796,1796
Kráľová nad Váhom,48.1689,17.8442,Slovakia,SK,Nitriansky,,1793,1793
Pusté Úľany,48.2333,17.5694,Slovakia,SK,Trnavský,,1791,1791
Nemecká,48.8108,19.4172,Slovakia,SK,Banskobystrický,,1790,1790
Blatné,48.2656,17.4208,Slovakia,SK,Bratislavský,,1782,1782
Zemianske Kostoľany,48.6842,18.5244,Slovakia,SK,Nitriansky,,1781,1781
Mníšek nad Hnilcom,48.8042,20.8047,Slovakia,SK,Košický,,1781,1781
Leles,48.4639,22.0306,Slovakia,SK,Košický,,1770,1770
Diviacka Nová Ves,48.7481,18.4997,Slovakia,SK,Nitriansky,,1769,1769
Zákopčie,49.4058,18.7317,Slovakia,SK,Žilinský,,1761,1761
Jacovce,48.5931,18.1339,Slovakia,SK,Nitriansky,,1760,1760
Štvrtok na Ostrove,48.0999,17.3526,Slovakia,SK,Trnavský,,1758,1758
Sekule,48.6000,17.0000,Slovakia,SK,Trnavský,,1746,1746
Golianovo,48.2683,18.1867,Slovakia,SK,Nitriansky,,1743,1743
Diviaky nad Nitricou,48.7642,18.4928,Slovakia,SK,Nitriansky,,1740,1740
Sebedražie,48.7306,18.6222,Slovakia,SK,Nitriansky,,1736,1736
Lietavská Svinná,49.1528,18.6750,Slovakia,SK,Žilinský,,1734,1734
Šintava,48.2829,17.7532,Slovakia,SK,Trnavský,,1731,1731
Pohronská Polhora,48.7553,19.7992,Slovakia,SK,Banskobystrický,,1730,1730
Dulovce,47.8667,18.2667,Slovakia,SK,Nitriansky,,1727,1727
Geča,48.6278,21.3083,Slovakia,SK,Košický,,1725,1725
Žabokreky nad Nitrou,48.6264,18.3028,Slovakia,SK,Nitriansky,,1724,1724
Makov,49.3706,18.4797,Slovakia,SK,Žilinský,,1720,1720
Kriváň,48.5303,19.4450,Slovakia,SK,Banskobystrický,,1710,1710
Dolné Sľažany,48.3875,18.3269,Slovakia,SK,Nitriansky,,1707,1707
Valča,49.0000,18.8500,Slovakia,SK,Žilinský,,1703,1703
Žihárec,48.0733,17.8811,Slovakia,SK,Nitriansky,,1701,1701
Orechová Potôň,48.0183,17.5350,Slovakia,SK,Trnavský,,1698,1698
Zemplínska Teplica,48.6453,21.5725,Slovakia,SK,Košický,,1696,1696
Vydrany,48.0167,17.5875,Slovakia,SK,Trnavský,,1695,1695
Krušovce,48.5961,18.2108,Slovakia,SK,Nitriansky,,1691,1691
Čereňany,48.6417,18.4850,Slovakia,SK,Nitriansky,,1691,1691
Janovce,49.0175,20.4300,Slovakia,SK,Prešovský,,1690,1690
Lazany,48.8189,18.6214,Slovakia,SK,Nitriansky,,1690,1690
Kuchyňa,48.4069,17.1556,Slovakia,SK,Bratislavský,,1690,1690
Nižná Myšľa,48.6236,21.3653,Slovakia,SK,Košický,,1689,1689
Tomášikovo,48.0839,17.6931,Slovakia,SK,Trnavský,,1686,1686
Malý Šariš,49.0083,21.1833,Slovakia,SK,Prešovský,,1683,1683
Košúty,48.1722,17.6556,Slovakia,SK,Trnavský,,1683,1683
Halič,48.3500,19.5833,Slovakia,SK,Banskobystrický,,1668,1668
Klátova Nová Ves,48.5642,18.3058,Slovakia,SK,Nitriansky,,1664,1664
Červeník,48.4767,17.7786,Slovakia,SK,Trnavský,,1655,1655
Štefanov,48.6783,17.2003,Slovakia,SK,Trnavský,,1655,1655
Borský Svätý Jur,48.6133,17.0458,Slovakia,SK,Trnavský,,1655,1655
Nižný Hrabovec,48.8544,21.7536,Slovakia,SK,Prešovský,,1653,1653
Ožďany,48.3775,19.8950,Slovakia,SK,Banskobystrický,,1652,1652
Plavnica,49.2744,20.7806,Slovakia,SK,Prešovský,,1651,1651
Iža,47.7506,18.2333,Slovakia,SK,Nitriansky,,1651,1651
Nová Lesná,49.1224,20.2674,Slovakia,SK,Prešovský,,1647,1647
Ružindol,48.3728,17.4914,Slovakia,SK,Trnavský,,1647,1647
Liptovská Osada,48.9507,19.2625,Slovakia,SK,Žilinský,,1632,1632
Bešeňov,48.0417,18.2667,Slovakia,SK,Nitriansky,,1627,1627
Breza,49.3875,19.3850,Slovakia,SK,Žilinský,,1626,1626
Čierny Brod,48.1500,17.6594,Slovakia,SK,Trnavský,,1624,1624
Chlebnice,49.2297,19.4643,Slovakia,SK,Žilinský,,1622,1622
Vígľaš,48.5556,19.2947,Slovakia,SK,Banskobystrický,,1620,1620
Horný Vadičov,49.2667,18.8833,Slovakia,SK,Žilinský,,1619,1619
Veľké Šarovce,48.1000,18.6333,Slovakia,SK,Nitriansky,,1616,1616
Horná Štubňa,48.8249,18.8842,Slovakia,SK,Žilinský,,1615,1615
Kovarce,48.4975,18.1567,Slovakia,SK,Nitriansky,,1614,1614
Studienka,48.5272,17.1389,Slovakia,SK,Bratislavský,,1612,1612
Dolný Hričov,49.2314,18.6339,Slovakia,SK,Žilinský,,1610,1610
Žaškov,49.1786,19.2122,Slovakia,SK,Žilinský,,1608,1608
Dubník,47.9581,18.4117,Slovakia,SK,Nitriansky,,1602,1602
Hodejov,48.3022,19.9964,Slovakia,SK,Banskobystrický,,1599,1599
Modrý Kameň,48.2406,19.3344,Slovakia,SK,Banskobystrický,,1597,1597
Župčany,49.0125,21.1569,Slovakia,SK,Prešovský,,1592,1592
Mostová,48.1422,17.6769,Slovakia,SK,Trnavský,,1591,1591
Spišský Hrhov,49.0000,20.6417,Slovakia,SK,Prešovský,,1589,1589
Kláštor pod Znievom,48.9722,18.8083,Slovakia,SK,Žilinský,,1589,1589
Malcov,49.3050,21.0617,Slovakia,SK,Prešovský,,1588,1588
Veľké Blahovo,48.0100,17.5764,Slovakia,SK,Trnavský,,1586,1586
Hrań,48.5447,21.7889,Slovakia,SK,Košický,,1584,1584
Kolíňany,48.3592,18.1911,Slovakia,SK,Nitriansky,,1582,1582
